ID,Nationality,Club,Age,Value,Wage,Name,Special
240521,Saudi Arabia,Ohod Club,20,60K,2K,A. Al Haidari,1273
239242,Poland,Sandecja Nowy Sącz,21,70K,1K,M. Gałecki,1379
234894,Norway,Stabæk Fotball,18,110K,1K,E. Bohinen,1406
229008,Poland,Cracovia,19,80K,1K,A. Wilk,1017
229264,Northern Ireland,Galway United,20,100K,1K,R. Hale,1443
231057,New Zealand,,20,0,0,S. Brotherton,1177
234130,Turkey,AFC Wimbledon,18,80K,1K,N. Bellikli,1329
224659,Austria,Wolfsberger AC,27,40K,1K,R. Robitsch,1045
236436,Sweden,IFK Norrköping,19,90K,1K,A. Bukva,1270
235669,Scotland,St. Johnstone FC,20,100K,1K,A. Comrie,1337
237205,Australia,Charlton Athletic,18,100K,1K,A. Maynard-Brewer,853
238229,England,Notts County,17,100K,1K,A. Howes,1306
237975,Republic of Ireland,Limerick FC,18,60K,1K,B. Cotter,1395
239767,Denmark,FC Helsingør,20,90K,1K,A. Kappenberger,772
231832,Switzerland,Werder Bremen II,20,90K,1K,D. Thürkauf,831
239004,Austria,SKN St. Pölten,19,100K,1K,D. Mehmedovic,1334
240288,Mexico,Club León,20,60K,2K,J. Muñoz,833
233377,England,Coventry City,19,110K,1K,C. Maycock,1441
234658,Denmark,Silkeborg IF,18,80K,1K,O. Hedvall,815
236707,Sweden,IFK Norrköping,19,110K,1K,M. Baze,1414
240291,Argentina,Talleres de Cordoba,20,70K,1K,K. Humeler,865
235428,Austria,FC Admira Wacker Mödling,18,100K,1K,F. Fischerauer,1423
239781,Denmark,AC Horsens,19,90K,1K,T. Arndal,1373
240806,Scotland,Heart of Midlothian,17,110K,1K,E. Henderson,1305
233383,England,AFC Wimbledon,17,90K,1K,P. Kalambayi,1130
234156,Denmark,Hobro IK,19,80K,1K,N. Jørgensen,792
236717,Norway,Lillestrøm SK,17,90K,1K,E. Sandberg,1196
193965,Norway,Sogndal,25,40K,1K,T. Omenås,861
232880,Japan,Kashima Antlers,20,90K,1K,K. Kubota,1412
237744,Japan,Hokkaido Consadole Sapporo,38,10K,1K,R. Kawai,1268
236468,France,FC Sochaux-Montbéliard,17,110K,1K,A. Aktas,1415
237748,Japan,Hokkaido Consadole Sapporo,31,40K,1K,K. Ishii,1340
239796,Denmark,Aalborg BK,19,100K,1K,M. Andersen,1307
232629,Japan,Gamba Osaka,20,90K,1K,N. Senoo,1396
240565,Italy,Empoli,18,80K,1K,G. Meli,820
236214,Czech Republic,Virtus Entella,18,100K,1K,J. Havlena,1427
240566,England,Portsmouth,18,100K,1K,J. Bedford,1338
240822,Scotland,Hibernian,20,110K,1K,S. Martin,1405
237751,Japan,Shimizu S-Pulse,36,10K,1K,Y. Nishibe,791
227770,England,Blackpool,19,90K,1K,M. Boney,1013
239803,Australia,Western Sydney Wanderers,18,100K,1K,M. Tokich,1297
235710,Saudi Arabia,Al Fateh,19,70K,2K,A. Al Yousif,1333
228543,Saudi Arabia,Al Taawoun,21,60K,1K,Y. Al Sayyah,983
231616,Denmark,Derby County,19,110K,4K,E. Jakobsen,1297
241088,Haiti,La Berrichonne de Châteauroux,20,70K,1K,B. Chevreuil,1374
236994,Mexico,Real Salt Lake,21,70K,1K,J. Hernandez,1467
240066,France,GFC Ajaccio,17,80K,1K,D. Dumont,1229
212165,Sweden,IFK Göteborg,24,70K,1K,S. Ohlsson,1319
233925,England,Southend United,19,110K,1K,H. Phillips,1378
240326,England,Bolton Wanderers,18,90K,2K,C. Lonsdale,1295
227529,England,Preston North End,18,80K,1K,M. Hudson,972
240330,Saudi Arabia,Al Fayha,20,90K,1K,H. Hawsawi,896
233931,Australia,Central Coast Mariners,19,100K,1K,K. Rowles,1224
233421,England,Wigan Athletic,19,110K,1K,J. Barrigan,1233
239821,Italy,Frosinone,19,110K,1K,L. Matarese,1346
229583,Switzerland,FC Thun,21,80K,1K,F. Hornung,991
236239,England,Tottenham Hotspur,18,100K,3K,A. Whiteman,840
219344,Saudi Arabia,Ohod Club,39,0,1K,A. Al Basisi,1028
235728,Republic of Ireland,Bohemian FC,18,90K,1K,W. O'Hora,1184
231121,Norway,Sandefjord Fotball,21,80K,1K,V. Støvland,1401
235986,Saudi Arabia,Al Fateh,19,110K,2K,A. Al Eid,1328
239829,Germany,SV Darmstadt 98,18,90K,1K,P. Schmieder,1274
240086,Austria,SK Sturm Graz,17,110K,2K,M. Lema,1243
227287,Scotland,Ross County FC,21,100K,5K,J. Lindsay,1499
236504,Colombia,Jaguares Fútbol Club,18,80K,1K,D. Agamez,830
230106,England,Southend United,20,90K,1K,N. Cotton,1287
237019,Denmark,Randers FC,19,110K,1K,L. Haren,1335
237020,Saudi Arabia,Ettifaq FC,19,70K,1K,M. Al Zubaidi,1313
238044,Saudi Arabia,Ettifaq FC,22,70K,2K,S. Al Khayri,1291
149727,England,St. Patrick's Athletic,37,0,1K,P. Jennings,1008
234207,Norway,Odds BK,17,90K,1K,J. Kitolano,1375
238303,Norway,FK Haugesund,17,70K,1K,K. Velde,1254
240353,Colombia,Atlético Huila,22,70K,1K,Y. Bedoya,1334
240354,Italy,Palermo,22,70K,1K,D. Petermann,1389
238051,Denmark,SønderjyskE,19,110K,1K,R. Vinderslev,1385
240103,Switzerland,FC St. Gallen,20,70K,1K,S. Gönitzer,1293
240104,Switzerland,FC St. Gallen,17,100K,1K,T. Staubli,1250
223982,England,Scunthorpe United,21,70K,1K,R. Watson,1051
239086,Denmark,Aarhus GF,17,90K,1K,D. Thøgersen,1315
236783,Denmark,Aarhus GF,17,100K,1K,K. Lunding,1316
215538,Denmark,SønderjyskE,22,60K,1K,P. Born,1016
238834,Scotland,Motherwell,19,110K,1K,A. Livingstone,1303
235508,Denmark,Aarhus GF,20,110K,1K,N. Gribenco,1354
236788,England,Rochdale,18,100K,1K,M. Gillam,1271
240884,France,Bristol Rovers,20,60K,1K,A. André Jr,937
241141,Republic of Ireland,Shamrock Rovers,26,50K,1K,D. Carpenter,1256
240632,Australia,Newcastle Jets,19,110K,1K,A. Burke-Gilroy,1322
240633,Australia,Newcastle Jets,20,110K,1K,J. Champness,1344
240634,Italy,Cittadella,19,80K,1K,P. Maronilli,1228
231163,Spain,Albacete Balompié,23,60K,1K,Hugo,826
233727,Scotland,Aberdeen,17,100K,1K,C. McLennan,1301
234242,Republic of Ireland,Birmingham City,19,80K,2K,C. O'Keeffe,1433
228104,Republic of Ireland,Shamrock Rovers,18,70K,1K,M. O'Connor,1225
238088,Korea Republic,Jeonnam Dragons,22,40K,1K,Kim Hyun Tae,1399
232715,Japan,Sagan Tosu,19,70K,1K,S. Tsuji,810
228108,Republic of Ireland,Limerick FC,18,50K,1K,K. Brouder,1121
237840,Denmark,FC Nordsjælland,18,80K,1K,M. Andersen,1424
239129,Germany,Hansa Rostock,19,80K,1K,J. Gesien,1325
239898,Austria,LASK Linz,20,70K,1K,N. Schmid,908
232476,Japan,Vegalta Sendai,20,40K,1K,K. Shiihashi,1406
239133,France,La Berrichonne de Châteauroux,20,50K,1K,J. Dorangeon,865
239903,Germany,Rot-Weiß Erfurt,18,70K,1K,T. Kraulich,1390
237344,Republic of Ireland,Drogheda United,20,60K,1K,J. Hollywood,1277
231460,Switzerland,Grasshopper Club Zürich,20,70K,2K,R. Oliveira Alves,1310
235815,Switzerland,FC Luzern,18,70K,1K,S. Sidler,1274
235816,England,Forest Green,19,70K,1K,H. Pickering,841
235572,England,Accrington Stanley,18,60K,1K,R. Sykes,1215
240693,England,Oxford United,18,60K,1K,M. Agboola,845
237110,Scotland,Ross County FC,21,70K,1K,D. Dykes,1406
238390,Cyprus,Stevenage,17,70K,1K,A. Georgiou,1237
236343,England,Morecambe,18,60K,1K,B. Hedley,1401
221498,Saudi Arabia,Al Faisaly,24,50K,3K,H. Al Mansour,1434
239163,Denmark,FC Helsingør,19,70K,1K,M. Hegaard,1144
240189,France,Brescia,21,50K,1K,E. Di Santantonio,1401
240446,England,Blackpool,25,40K,1K,C. Tilt,1183
235584,Denmark,Odense Boldklub,20,70K,2K,K. Weber,1260
237889,Republic of Ireland,Sligo Rovers,18,60K,1K,J. Keaney,1407
236867,France,Nîmes Olympique,18,60K,1K,L. Dias,823
228676,England,Scunthorpe United,19,80K,1K,J. Dyche,1371
234066,Norway,Sogndal,16,70K,1K,J. Hove,1405
239699,Germany,Rot-Weiß Erfurt,17,40K,1K,J. Knoll,1005
239955,Norway,Viking FK,18,60K,1K,J. Husebø,1195
233815,Republic of Ireland,Bray Wanderers,20,60K,1K,D. Noone,1373
239960,Norway,Viking FK,19,80K,1K,T. Sørås,1423
227929,England,Crewe Alexandra,20,60K,2K,R. Wintle,1444
234073,Scotland,Hamilton Academical FC,19,80K,1K,R. Cunningham,1431
235611,Norway,FK Haugesund,18,70K,1K,K. Gunnarshaug,1400
220515,Italy,Avellino,22,50K,1K,D. Evangelista,1259
240995,Italy,La Spezia,20,50K,1K,T. Saloni,776
211812,Germany,FC St. Gallen,27,30K,2K,K. Schulz,1426
236653,England,Barnsley,19,70K,1K,J. Bird,1360
230000,Finland,Crewe Alexandra,18,60K,1K,W. Jääskeläinen,910
239217,Republic of Ireland,Galway United,22,50K,1K,E. McCormack,1253
237427,Japan,Omiya Ardija,19,70K,1K,R. Yamada,1265
238197,England,Shamrock Rovers,18,50K,1K,S. Bone,1134
239989,England,Stevenage,19,70K,1K,T. Vancooten,1297
240757,Italy,Crotone,18,60K,1K,A. Viscovo,755
238457,Finland,HJK Helsinki,19,70K,1K,H. Ölander,1291
239993,Mexico,Pachuca,19,70K,1K,A. Romero,802
238458,Finland,HJK Helsinki,18,80K,1K,E. Vertainen,1383
237435,Japan,Gamba Osaka,19,70K,1K,R. Meshino,1273
234111,Scotland,Motherwell,17,70K,1K,D. Turnbull,1429
239487,Germany,SpVgg Unterhaching,18,70K,1K,T. Schels,1404
235648,England,Cheltenham Town,18,70K,1K,J. Thomas,1418
239745,Germany,VfL Osnabrück,21,50K,1K,M. Ruschmeier,1198
239748,Slovakia,Brøndby IF,19,60K,1K,F. Blažek,1324
240004,Bosnia Herzegovina,SC Paderborn 07,19,60K,1K,S. Šarić,1362
235909,Saudi Arabia,Al Batin,24,50K,2K,H. Sharahili,1285
234375,Republic of Ireland,Sligo Rovers,19,80K,1K,P. Doyle,1370
235912,Saudi Arabia,Al Batin,26,30K,1K,K. Al Mozaibri,887
240008,Germany,VfR Aalen,17,70K,1K,A. Papadopoulos,1241
229771,Republic of Ireland,Cork City,19,60K,1K,C. McCarthy,1199
238478,Japan,Júbilo Iwata,18,80K,1K,T. Harigaya,1421
236431,Argentina,Club Atlético Patronato,24,40K,1K,E. Alarcón,829
238991,England,Morecambe,17,70K,1K,S. Yawson,1330
239503,England,Forest Green,18,80K,1K,J. Morris,1269
230809,England,Accrington Stanley,19,80K,1K,C. Johnson,1426
222108,Scotland,St. Johnstone FC,22,50K,1K,A. Gilchrist,1481
238236,Norway,Stabæk Fotball,18,80K,1K,O. Brynhildsen,1438
233629,Scotland,Hamilton Academical FC,20,70K,1K,S. Want,1182
240541,Switzerland,FC Lausanne-Sports,18,80K,1K,M. Asllani,1328
236446,Denmark,Brøndby IF,19,50K,1K,J. Pryts Larsen,786
240798,Italy,Empoli,19,70K,1K,D. Buglio,1360
224927,England,Swindon Town,19,50K,1K,T. Smith,1388
240287,Mexico,Club Tijuana,21,40K,1K,H. González,840
223905,England,Crewe Alexandra,21,70K,2K,P. Ng,1247
228002,United States,Houston Dynamo,23,40K,1K,T. Hunter,1166
235426,Switzerland,FC Basel,19,70K,1K,G. Chande,811
236706,Sweden,IFK Norrköping,17,70K,1K,P. Almqvist,1390
234659,Denmark,Silkeborg IF,20,70K,1K,J. Gertsen,1170
238755,Denmark,Brøndby IF,17,70K,1K,M. Warming,1328
240808,Scotland,Hibernian,18,80K,1K,F. Murray,1303
240298,England,Notts County,21,80K,2K,E. Hodge,1239
239019,Australia,Melbourne City,17,70K,1K,J. Delianov,810
234412,England,Fleetwood Town,22,50K,1K,A. Nadesan,1229
235180,Poland,Sandecja Nowy Sącz,19,80K,1K,B. Gęsior,1452
240558,England,Cheltenham Town,17,60K,1K,L. Clayton,776
236976,Austria,SKN St. Pölten,18,70K,1K,A. Muhamedbegovic,1178
238517,Norway,Stabæk Fotball,18,70K,1K,A. Johansen,1215
239029,Republic of Ireland,Cork City,21,50K,1K,S. O'Mahony,1150
240567,England,Portsmouth,18,80K,1K,T. Widdrington,1373
233912,Denmark,FC Nordsjælland,18,50K,1K,E. Damgaard,1336
239293,Denmark,FC Helsingør,19,80K,1K,F. Roepstorff,1341
232126,Republic of Ireland,Aberdeen,19,70K,1K,D. Craddock,845
210367,England,Exeter City,24,50K,2K,J. Tillson,1441
237759,Japan,Shimizu S-Pulse,19,70K,1K,S. Mitsuzaki,1460
235712,Saudi Arabia,Al Fateh,23,40K,3K,H. Al Radhi,1197
237504,Republic of Ireland,Derry City,19,60K,1K,T. McDermott,903
236737,England,Northampton Town,18,80K,1K,J. Iaciofano,1299
238532,England,Barnet,18,60K,1K,D. Smith,1179
222919,United States,New York Red Bulls,25,30K,1K,R. Diaz,1020
240331,Guinea Bissau,Crawley Town,20,80K,1K,P. Camará,1244
233420,England,Wigan Athletic,19,80K,1K,J. Gregory,1336
238800,Republic of Ireland,Bohemian FC,18,50K,1K,J. Hamilton,1381
239569,Germany,FC Carl Zeiss Jena,19,70K,1K,M. Weiß,1435
241105,Romania,Perugia,18,50K,1K,D. Berci,1397
239827,Germany,SV Darmstadt 98,18,70K,1K,N. Kern,1166
239828,Germany,SV Darmstadt 98,18,70K,1K,L. Petri,1331
239831,England,Plymouth Argyle,17,70K,1K,C. Sangster,1435
240343,Italy,Palermo,20,50K,1K,L. Fiordilino,1379
235992,England,Charlton Athletic,19,80K,1K,M. Carter,1406
241114,Denmark,AC Horsens,21,50K,1K,O. Drost,1251
240348,Poland,Śląsk Wrocław,20,50K,1K,D. Łuczak,1408
240862,Russia,Terek Grozny,17,70K,1K,K. Nasurov,812
237791,Japan,Cerezo Osaka,22,50K,1K,D. Akiyama,1437
237280,France,Minnesota Thunder,23,50K,1K,T. De Villardi,1428
240098,Colombia,Deportivo Pasto,20,70K,1K,N. Gómez,1285
232931,Japan,Vissel Kobe,19,70K,1K,J. Higashi,1221
237284,Northern Ireland,Motherwell,20,70K,1K,S. Gordon,1432
238309,Denmark,Randers FC,19,70K,1K,T. Damsgaard,1331
240101,Colombia,Alianza Petrolera,20,60K,1K,E. Palacios,1414
232936,Japan,Vissel Kobe,33,20K,1K,K. Tokushige,845
240879,Colombia,CD Once Caldas Manizales,20,50K,1K,F. Cuevas,809
232176,Sweden,Jönköpings Södra IF,19,80K,1K,A. Fägerhag,1364
238583,England,Blackpool,17,70K,1K,J. Sims,794
238584,England,Blackpool,18,80K,1K,D. Williams,1145
232185,England,Milton Keynes Dons,19,70K,1K,C. Brittain,1460
235769,England,Crewe Alexandra,18,80K,2K,O. Dale,1263
239098,Germany,SC Paderborn 07,22,50K,1K,L. Fesser,1150
235771,England,Crewe Alexandra,19,80K,1K,T. Lowery,1401
236539,Colombia,Alianza Petrolera,19,80K,1K,E. Torres,1286
225790,Italy,Perugia,20,40K,1K,M. Proietti,1246
237056,Sweden,AFC Eskilstuna,19,60K,1K,M. Termanini,1162
236289,England,Cardiff City,19,50K,1K,O. Byrne,818
237058,Faroe Islands,SønderjyskE,19,60K,1K,T. Jacobsen,1368
240648,Australia,Melbourne City,17,60K,1K,C. Metcalfe,1357
233481,England,West Bromwich Albion,20,40K,4K,E. Ross,853
228369,England,Barnsley,19,50K,1K,J. Walton,1012
229393,England,Port Vale,22,40K,1K,S. Hornby,941
240150,Norway,Sogndal,18,50K,1K,T. Totland,1348
240668,England,Carlisle United,18,60K,1K,J. Egan,1257
240157,Germany,SpVgg Unterhaching,18,60K,1K,M. Zettl,1310
237606,Republic of Ireland,Shamrock Rovers,18,60K,1K,D. Dillon,1355
239142,Spain,Albacete Balompié,19,50K,1K,Ángel,1273
240424,Saudi Arabia,Ohod Club,20,40K,2K,Z. Al Haniti,1149
227881,England,Northampton Town,18,60K,1K,S. McWilliams,1395
239916,Austria,SpVgg Unterhaching,17,50K,1K,F. Wiedl,1274
235822,Denmark,AC Horsens,19,60K,1K,M. Holm,1258
240686,Denmark,Aalborg BK,18,40K,1K,M. Iversen,1051
238128,Korea Republic,GwangJu FC,23,30K,1K,Park Hyeong Min,790
241204,Japan,Omiya Ardija,23,30K,1K,A. Kawazura,1172
239925,Germany,VfL Osnabrück,19,60K,1K,S. Klaas,1393
241206,Japan,Vissel Kobe,22,30K,1K,D. Maekawa,728
237881,Republic of Ireland,Drogheda United,19,40K,1K,D. Sweeney,942
238908,Saudi Arabia,Ohod Club,24,30K,2K,F. Al Johani,812
241213,Japan,F.C. Tokyo,19,60K,1K,T. Uchida,1394
235583,Switzerland,FC Lugano,19,60K,1K,Y. Guerchadi,1408
239168,Denmark,FC Helsingør,24,40K,1K,A. Junge,1277
239426,Switzerland,FC St. Gallen,18,40K,1K,N. Krucker,757
240194,Poland,Piast Gliwice,19,50K,1K,K. Kurek,813
237891,Republic of Ireland,Finn Harps,18,50K,1K,G. Doherty,1311
240708,England,Cambridge United,18,70K,2K,T. Knowles,1233
239430,Switzerland,FC St. Gallen,17,60K,1K,N. Blasucci,1222
237643,Colombia,CD America de Cali,18,50K,1K,A. Mora,1361
240203,Sweden,Jönköpings Södra IF,17,60K,1K,B. Tannus,1346
240715,England,Cheltenham Town,17,60K,1K,G. Lloyd,1325
235601,Norway,Aalesunds FK,17,60K,1K,E. Solnørdal,1437
240723,England,Cheltenham Town,17,60K,1K,L. Llewelyn,1381
238932,Denmark,Brøndby IF,19,60K,1K,G. Arndal-Lauritzen,1300
239188,Republic of Ireland,Galway United,18,30K,1K,J. Tierney,793
240214,Russia,FC Krasnodar,19,50K,1K,D. Adamov,808
235865,Italy,Cittadella,18,60K,1K,G. Fasolo,1307
238169,Australia,Melbourne Victory,19,60K,1K,C. McGilp,1366
232798,Japan,Omiya Ardija,19,60K,1K,A. Kurokawa,1418
237926,Republic of Ireland,Sligo Rovers,17,50K,1K,J. Mahon,1151
237927,Republic of Ireland,Sligo Rovers,17,50K,1K,E. McGinty,912
239983,Zambia,Silkeborg IF,19,60K,1K,V. Nambishi,1378
234096,Denmark,Aarhus GF,17,60K,1K,B. Hvidt,1390
232050,Saudi Arabia,Al Raed,23,40K,2K,S. Al Amrani,1259
235636,Denmark,Silkeborg IF,19,60K,1K,M. Madsen,1369
236406,Germany,Korona Kielce,23,30K,1K,M. Hamrol,770
237175,England,Peterborough United,17,50K,1K,L. Freestone,1243
241018,Denmark,AC Horsens,18,40K,1K,F. Nørgaard,811
238211,Republic of Ireland,Bohemian FC,17,50K,1K,S. Nolan,1272
238726,Denmark,Lyngby BK,19,60K,1K,G. Marcussen,1403
229767,Poland,Termalica Bruk-Bet Nieciecza,20,50K,1K,S. Kogut,1264
234121,Saudi Arabia,Al Faisaly,24,30K,2K,O. Al Suhaymi,1279
237705,Australia,Melbourne City,17,50K,1K,D. Pierias,1302
240266,Mexico,Lobos de la BUAP,21,30K,1K,M. Zamora,818
235660,Denmark,FC Nordsjælland,18,60K,1K,J. Johansson,1272
234896,Albania,Aalborg BK,20,40K,1K,B. Bytyqi,1255
235664,Northern Ireland,Stevenage,18,60K,1K,M. McKee,1333
236945,England,Carlisle United,18,60K,1K,J. Holt,1399
240537,Austria,SKN St. Pölten,21,30K,1K,L. Wackerle,831
239514,England,Preston North End,17,50K,1K,C. Roberts,840
233627,Scotland,Dundee FC,19,60K,1K,K. Waddell,1200
240540,Switzerland,FC Lausanne-Sports,21,50K,1K,D. Berchtold,776
236702,Australia,Accrington Stanley,18,50K,1K,R. Ogle,1318
240286,Mexico,Santos Laguna,19,50K,1K,J. García,823
236705,Sweden,IFK Göteborg,18,50K,1K,E. Dahlqvist,1316
238753,Denmark,Brøndby IF,18,50K,1K,C. Enemark,1233
238502,England,Crewe Alexandra,17,60K,2K,L. Reilly,1246
240040,Denmark,FC København,18,60K,2K,C. Holse,1377
240556,England,Lincoln City,18,60K,1K,J. McMenemy,1256
239278,Sweden,Halmstads BK,18,60K,1K,J. Svedberg,1374
234672,Denmark,Lyngby BK,18,60K,1K,O. Kjærgaard,1394
241072,Germany,SC Paderborn 07,19,60K,1K,M. Stingl,1273
239281,Sweden,Halmstads BK,19,60K,1K,A. Berisha,1269
238002,Northern Ireland,Finn Harps,20,50K,1K,K. McDermott,1197
239282,Sweden,Halmstads BK,19,60K,1K,A. Arvidsson,1406
232631,Japan,Gamba Osaka,20,60K,1K,S. Yomesaka,1304
239800,England,Fulham,17,60K,2K,S. Sessegnon,1279
240313,Jamaica,Grimsby Town,18,40K,1K,A. Rose,1314
239292,Denmark,FC Helsingør,19,60K,1K,I. Esen,1400
228799,Denmark,Hobro IK,21,50K,1K,M. Mejlstrup Pedersen,1469
234687,Switzerland,FC Lausanne-Sports,21,40K,1K,A. Kabacalman,1376
236743,Republic of Ireland,Drogheda United,20,40K,1K,E. Dempsey,1145
235464,England,Exeter City,19,60K,1K,J. Storey,1162
239816,Germany,SpVgg Unterhaching,17,50K,1K,N. Mantl,807
240840,Russia,FC SKA-Energiya Khabarovsk,20,40K,2K,A. Kuchin,1233
232396,Ghana,FC Nordsjælland,19,60K,1K,C. Tanor,1380
237005,Australia,Western Sydney Wanderers,19,60K,1K,K. Baccus,1419
235726,Republic of Ireland,Bray Wanderers,18,60K,1K,J. Aherne,1289
236753,Norway,Kristiansund BK,18,50K,1K,A. Bruseth,1239
240339,Norway,Sandefjord Fotball,17,50K,1K,J. Granlund,795
238548,Scotland,Crewe Alexandra,18,50K,1K,R. Woodcock,1296
239832,Croatia,Arka Gdynia,26,30K,1K,F. Jazvić,1444
235993,England,Doncaster Rovers,18,60K,1K,R. Fielding,1338
239835,Cameroon,SønderjyskE,20,60K,1K,V. Ekani,1402
233951,Republic of Ireland,Bohemian FC,19,50K,1K,K. Dalton,1226
236514,Scotland,Hamilton Academical FC,26,30K,1K,D. Jamieson,876
238307,Republic of Ireland,Galway United,19,50K,1K,D. Sharkey,1291
232932,Japan,Vissel Kobe,21,40K,1K,S. Yamaguchi,1297
228581,Republic of Ireland,Dundalk,19,30K,1K,B. Kelly,993
234471,Denmark,AC Horsens,19,50K,1K,M. Bobjerg,856
239850,England,Forest Green,18,60K,1K,T. Anderson,1378
234988,Saudi Arabia,Al Fateh,20,50K,3K,M. Al Saeed,1364
229613,England,Hull City,21,50K,1K,G. Olley,1430
241134,Colombia,Independiente Medellín,19,40K,1K,J. Giraldo,1197
236784,England,Barnet,17,50K,1K,E. Mason-Clark,1314
240113,Germany,SV Meppen,19,60K,1K,L. Demaj,1321
223989,Afghanistan,Crystal Palace,20,60K,4K,N. Husin,1496
237045,Mexico,Deportivo Toluca,21,40K,1K,R. Pasquel,800
235766,Republic of Ireland,Stevenage,19,50K,1K,J. Gray,1242
240118,Switzerland,FC Zürich,17,60K,1K,I. Aliu,1186
236793,Denmark,AC Horsens,18,60K,1K,N. Dohn,1357
240635,Australia,Newcastle Jets,17,60K,1K,M. Moric,1248
228107,Republic of Ireland,Limerick FC,19,50K,1K,S. McSweeney,1276
236818,England,Luton Town,17,60K,1K,A. Read,1305
238894,Republic of Ireland,Stevenage,19,40K,1K,L. Slater,1258
239408,Republic of Ireland,Sligo Rovers,19,60K,1K,M. Walsh,1288
238389,England,Stevenage,17,50K,1K,B. Wilmot,1238
240698,England,Bradford City,18,60K,1K,C. Peters,1352
233275,Republic of Ireland,Galway United,20,60K,1K,G. Kinneen,1207
238652,Germany,VfL Osnabrück,18,50K,1K,L. Tigges,736
241218,Brazil,F.C. Tokyo,20,50K,1K,Lipe Veloso,1375
240197,Poland,Arka Gdynia,17,50K,1K,S. Więckowicz,794
231751,England,Carlisle United,19,30K,1K,M. Bacon,789
240975,Argentina,Gimnasia y Esgrima La Plata,19,40K,1K,C. Veloz,1059
221781,United States,Houston Dynamo,25,40K,1K,G. Malki,1378
240219,Northern Ireland,Motherwell,18,50K,1K,D. King,1169
236380,Republic of Ireland,Sligo Rovers,19,50K,1K,M. Hannon,1356
238954,Germany,FC Carl Zeiss Jena,20,60K,1K,T. Krahnert,1377
234604,England,Morecambe,18,30K,1K,N. Maher,851
236909,England,Morecambe,18,60K,1K,L. Jordan,1236
237166,Japan,Albirex Niigata,21,50K,1K,G. Sakai,1255
239736,Mexico,Puebla,21,30K,1K,T. Trueba,826
241021,Colombia,Deportivo Pasto,20,40K,1K,A. Ordóñez,1206
237188,England,Southend United,17,50K,1K,N. Bishop,831
239240,Poland,Sandecja Nowy Sącz,19,50K,1K,H. Maślanka,1328
240531,Saudi Arabia,Al Taawoun,19,50K,1K,M. Al Baqawi,848
240790,Italy,Empoli,18,50K,1K,A. Giacomel,755
237976,Republic of Ireland,Limerick FC,19,50K,1K,C. O'Connell,1329
236953,Austria,Wolfsberger AC,20,40K,1K,A. Hofer,1272
239260,Poland,Sandecja Nowy Sącz,17,50K,1K,K. Tomasik,755
233118,France,ES Troyes AC,19,50K,1K,V. Paillon,804
231583,Republic of Ireland,Finn Harps,19,30K,1K,T. McCarron,846
234911,Switzerland,FC Thun,22,50K,2K,O. Dzonlagic,1259
231590,England,Scunthorpe United,18,50K,1K,L. Butroid,1166
237741,Japan,Hokkaido Consadole Sapporo,30,20K,1K,S. Uehara,1268
237743,Japan,Hokkaido Consadole Sapporo,21,30K,1K,H. Mae,1353
233398,England,Swindon Town,18,50K,1K,W. Henry,771
235704,Republic of Ireland,Derry City,19,60K,1K,S. Todd,1110
239566,Germany,FC Carl Zeiss Jena,18,50K,1K,J. Schau,1381
236495,Republic of Ireland,Shamrock Rovers,17,60K,1K,A. Bolger,1358
232924,Japan,Vissel Kobe,34,10K,1K,H. Tanaka,1450
237535,Japan,Sanfrecce Hiroshima,18,60K,1K,T. Matsumoto,1345
231651,Switzerland,Grasshopper Club Zürich,21,60K,2K,V. Fazliu,1368
233699,Republic of Ireland,Galway United,18,50K,1K,E. Murphy,1155
225510,Scotland,Kilmarnock,20,40K,1K,D. Mackay,976
240102,Colombia,La Equidad,17,60K,1K,J. Cuero,1386
236776,England,Carlisle United,18,60K,1K,C. Salkeld,1268
240112,Germany,SV Meppen,18,50K,1K,C. Gnerlich,1397
230642,Republic of Ireland,Galway United,18,50K,1K,M. Nugent,1260
238836,Scotland,St. Johnstone FC,19,60K,1K,D. Jardine,1380
235770,England,Crewe Alexandra,18,50K,1K,H. Pickering,1265
229130,Republic of Ireland,Shamrock Rovers,20,40K,1K,K. Horgan,936
